Run 1 EIT:
"[1, 24.47303056716919, 32.0, 9.226799011230469e-05, 24.47261118888855, True]"
"[2, 82.86121273040771, 69.52, 0.5023846626281738, 57.88548707962036, True]"
"[3, 140.10982370376587, 42.5, 0.5614502429962158, 56.68690609931946, False]"
"[4, 219.3799524307251, 72.85, 0.5797789096832275, 78.69010066986084, True]"
"[5, 382.3987445831299, 59.56, 0.5776782035827637, 162.44084906578064, False]"
"[6, 409.78906440734863, 61.17, 0.565697193145752, 26.824384212493896, False]"
"[7, 515.0098819732666, 40.4, 0.5740280151367188, 104.64654898643494, False]"
"[8, 542.859365940094, 62.19, 0.5727131366729736, 27.276505708694458, False]"
"[9, 602.0057258605957, 10.0, 0.5796129703521729, 58.56649470329285, False]"
"[10, 623.2105522155762, 62.38, 0.5571920871734619, 20.647385597229004, False]"
"[11, 737.191454410553, 10.0, 0.5666079521179199, 113.41402506828308, False]"
"[12, 760.6098279953003, 64.34, 0.5595948696136475, 22.85853600502014, False]"
"[13, 813.4191315174103, 70.56, 0.564873218536377, 52.244179248809814, False]"
"[14, 869.8214304447174, 67.26, 0.565302848815918, 55.83674383163452, False]"
"[15, 951.7019023895264, 71.71, 0.5659801959991455, 81.31424188613892, False]"
"[16, 1019.4188854694366, 23.03, 0.560532808303833, 67.1562089920044, False]"
"[17, 1076.4449694156647, 10.0, 0.5538840293884277, 56.47194862365723, False]"
"[18, 1114.642482995987, 68.78, 0.5655863285064697, 37.63168263435364, False]"
"[19, 1185.1359469890594, 73.32, 0.5714704990386963, 69.92173552513123, True]"
"[20, 1252.2302513122559, 71.44, 0.5599277019500732, 66.53412818908691, False]"
"[21, 1334.8149881362915, 70.63, 0.5669965744018555, 82.0174994468689, False]"
"[22, 1402.402916431427, 71.56, 0.5588796138763428, 67.02873992919922, False]"
"[23, 1462.5137362480164, 71.03, 0.5713579654693604, 59.539204597473145, False]"
"[24, 1534.4016375541687, 54.64, 0.5692727565765381, 71.31835007667542, False]"
"[25, 1626.4822406768799, 71.77, 0.5717699527740479, 91.50855469703674, False]"
"[26, 1685.3480706214905, 70.33, 0.5748188495635986, 58.29075217247009, False]"
"[27, 1731.613071680069, 71.45, 0.5605969429016113, 45.70414209365845, False]"
"[28, 1802.006948709488, 71.96, 0.5725114345550537, 69.82110619544983, False]"
Run 1 EI:
"[1, 42.67125916481018, 51.9, 7.271766662597656e-05, 42.670945167541504, True]"
