Run 1 EIT:
"[1, 70.10684752464294, 10.0, 0.00010633468627929688, 70.10642218589783, True]"
"[2, 107.36063313484192, 10.0, 0.43141674995422363, 36.822108030319214, False]"
"[3, 152.87231040000916, 10.0, 1.3168418407440186, 44.19457530975342, False]"
"[4, 187.58034491539001, 10.0, 1.2965364456176758, 33.41120958328247, False]"
"[5, 201.53149366378784, 49.91, 0.48267221450805664, 13.468227863311768, True]"
"[6, 430.90254402160645, 10.0, 0.4846184253692627, 228.88616681098938, False]"
"[7, 477.27572107315063, 46.4, 0.4731278419494629, 45.89980673789978, False]"
"[8, 491.9733443260193, 58.27, 0.4851851463317871, 14.21217966079712, True]"
"[9, 528.4215381145477, 65.09, 0.4908313751220703, 35.957090854644775, True]"
"[10, 564.4706451892853, 69.59, 0.4740712642669678, 35.57477283477783, True]"
"[11, 606.5873575210571, 10.0, 0.47341418266296387, 41.643046617507935, False]"
"[12, 620.7525315284729, 57.58, 0.4842855930328369, 13.680625677108765, False]"
"[13, 645.1417720317841, 68.98, 0.49770617485046387, 23.89128041267395, False]"
"[14, 659.1393365859985, 56.73, 0.48471665382385254, 13.512590169906616, False]"
"[15, 683.2309744358063, 66.76, 0.4905858039855957, 23.600801467895508, False]"
"[16, 719.7079930305481, 59.2, 0.4775674343109131, 35.99919152259827, False]"
"[17, 734.2786366939545, 62.57, 0.4906601905822754, 14.079734086990356, False]"
"[18, 748.9737062454224, 53.65, 0.4785733222961426, 14.216245412826538, False]"
"[19, 795.6646571159363, 72.38, 0.4844701290130615, 46.206209897994995, True]"
"[20, 831.4451880455017, 72.08, 0.47718143463134766, 35.303077697753906, False]"
"[21, 866.3761692047119, 66.7, 0.47928690910339355, 34.45143961906433, False]"
"[22, 914.2735662460327, 71.52, 0.4760463237762451, 47.421074867248535, False]"
"[23, 959.2896213531494, 68.88, 0.5108892917633057, 44.50490951538086, False]"
"[24, 994.7629935741425, 70.56, 0.4866764545440674, 34.986427307128906, False]"
"[25, 1053.4467062950134, 72.68, 0.489429235458374, 58.19401669502258, True]"
"[26, 1106.0491456985474, 64.49, 0.48624420166015625, 52.11593055725098, False]"
"[27, 1194.8619039058685, 73.79, 0.4662768840789795, 88.34619402885437, True]"
"[28, 1214.986929655075, 59.4, 0.49344658851623535, 19.631314754486084, False]"
"[29, 1309.4516983032227, 17.95, 0.509929895401001, 93.95455408096313, False]"
"[30, 1377.911004781723, 73.28, 0.4992365837097168, 67.95981431007385, False]"
"[31, 1435.4913890361786, 72.0, 0.48571348190307617, 57.094362020492554, False]"
"[32, 1549.5263559818268, 72.02, 0.503594160079956, 113.53110218048096, False]"
"[33, 1644.6295804977417, 71.58, 0.46892261505126953, 94.63403725624084, False]"
"[34, 1745.882117509842, 73.29, 0.4966142177581787, 100.75565457344055, False]"
"[35, 1790.8411288261414, 57.28, 0.4991014003753662, 44.45965838432312, False]"
"[36, 1844.7633142471313, 10.0, 0.500579833984375, 53.421326637268066, False]"
Run 1 EI:
"[1, 102.04396677017212, 10.0, 7.748603820800781e-05, 102.04364204406738, True]"
"[2, 316.5730788707733, 58.97, 0.03891301155090332, 214.48995542526245, True]"
"[3, 613.5942418575287, 10.0, 0.12795591354370117, 296.8929455280304, False]"
"[4, 668.071394443512, 10.0, 0.08373141288757324, 54.39315128326416, False]"
"[5, 682.599707365036, 56.37, 0.09453606605529785, 14.43354082107544, False]"
"[6, 706.0242936611176, 61.44, 0.0933678150177002, 23.33096957206726, True]"
"[7, 729.6942689418793, 55.3, 0.0966641902923584, 23.573066473007202, False]"
"[8, 753.8055267333984, 57.67, 0.1913902759552002, 23.919625282287598, False]"
"[9, 1020.2613775730133, 68.62, 0.19803786277770996, 266.25754284858704, True]"
"[10, 1284.0319890975952, 56.11, 0.2164311408996582, 263.55393624305725, False]"
"[11, 1550.1797714233398, 71.71, 0.29793334007263184, 265.8495891094208, True]"
"[12, 1925.3717579841614, 69.87, 0.2069401741027832, 374.98481011390686, False]"
Run 2 EIT:
"[1, 15.834813833236694, 39.17, 7.939338684082031e-05, 15.834505558013916, True]"
"[2, 61.58480906486511, 71.7, 0.4011189937591553, 45.348641872406006, True]"
"[3, 110.55669474601746, 10.0, 0.45991015434265137, 48.51173973083496, False]"
"[4, 144.69059705734253, 40.58, 0.4630308151245117, 33.67061901092529, False]"
"[5, 293.1558060646057, 10.0, 0.4568490982055664, 148.0080850124359, False]"
"[6, 328.7952437400818, 62.0, 0.4721698760986328, 35.167041063308716, False]"
"[7, 366.5589792728424, 10.0, 0.45910000801086426, 37.30440974235535, False]"
"[8, 472.2760765552521, 10.0, 0.47701001167297363, 105.23983764648438, False]"
"[9, 593.6785137653351, 10.0, 0.4794940948486328, 120.92269706726074, False]"
"[10, 609.2845606803894, 25.11, 0.46820759773254395, 15.137614011764526, False]"
"[11, 644.6372504234314, 66.43, 0.4625575542449951, 34.88989043235779, False]"
"[12, 678.7322826385498, 10.0, 0.4839489459991455, 33.610848903656006, False]"
"[13, 709.4996449947357, 68.35, 0.48903822898864746, 30.27805733680725, False]"
"[14, 727.8646669387817, 51.1, 0.4709324836730957, 17.893847703933716, False]"
"[15, 777.8585102558136, 72.65, 0.4690995216369629, 49.524513959884644, True]"
"[16, 925.6500141620636, 10.0, 0.4690408706665039, 147.32221961021423, False]"
"[17, 972.2662556171417, 58.66, 0.47359514236450195, 46.14241290092468, False]"
"[18, 987.1832404136658, 46.28, 0.4629666805267334, 14.453790664672852, False]"
"[19, 1050.8644654750824, 73.78, 0.47376537322998047, 63.20720648765564, True]"
"[20, 1096.6139554977417, 72.12, 0.46552538871765137, 45.28372502326965, False]"
"[21, 1113.0821068286896, 10.0, 0.49709630012512207, 15.970826387405396, False]"
"[22, 1180.1303522586823, 10.0, 0.46169161796569824, 66.58629608154297, False]"
"[23, 1233.1446998119354, 37.37, 0.4647672176361084, 52.549328327178955, False]"
"[24, 1249.1769580841064, 59.47, 0.468719482421875, 15.563289403915405, False]"
"[25, 1277.3468222618103, 68.55, 0.46617984771728516, 27.703416109085083, False]"
