Run 1 EIT:
"[1, 101.01956868171692, 10.0, 9.202957153320312e-05, 101.01914310455322, True]"
"[2, 139.88702607154846, 10.0, 0.5479087829589844, 38.31929564476013, False]"
"[3, 180.07787775993347, 63.32, 0.6483557224273682, 39.54225277900696, True]"
"[4, 216.78465175628662, 10.0, 0.649512767791748, 36.05702495574951, False]"
"[5, 261.3667826652527, 72.09, 1.4928436279296875, 43.089030027389526, True]"
"[6, 389.9518415927887, 64.57, 1.5137064456939697, 127.07109904289246, False]"
"[7, 437.4242238998413, 66.46, 1.498650312423706, 45.97348928451538, False]"
"[8, 589.273684501648, 69.65, 1.5016071796417236, 150.34759330749512, False]"
"[9, 635.1196823120117, 10.0, 1.504934310913086, 44.34081697463989, False]"
"[10, 654.4356276988983, 57.33, 1.4902808666229248, 17.82543134689331, False]"
"[11, 776.9423282146454, 10.0, 0.5769205093383789, 121.92951321601868, False]"
"[12, 812.4759454727173, 10.0, 0.5781173706054688, 34.95526432991028, False]"
"[13, 843.8491766452789, 71.68, 0.5794658660888672, 30.793525218963623, False]"
"[14, 930.0709114074707, 25.91, 0.5853683948516846, 85.6361072063446, False]"
"[15, 958.7398853302002, 62.83, 0.5887048244476318, 28.08001685142517, False]"
"[16, 1027.5067856311798, 72.18, 0.585639238357544, 68.18101000785828, True]"
"[17, 1049.551228761673, 58.04, 0.5971593856811523, 21.44703507423401, False]"
"[18, 1095.192318201065, 69.74, 0.5968642234802246, 45.04396343231201, False]"
"[19, 1150.9676191806793, 70.63, 0.5924072265625, 55.18263292312622, False]"
"[20, 1232.9274208545685, 71.11, 0.5905611515045166, 81.36888933181763, False]"
"[21, 1248.486839056015, 10.0, 0.5818753242492676, 14.977297306060791, False]"
"[22, 1283.468543767929, 46.5, 0.5847678184509277, 34.39666390419006, False]"
"[23, 1363.7194180488586, 10.0, 0.5787692070007324, 79.67182683944702, False]"
"[24, 1405.7270414829254, 65.18, 0.5818328857421875, 41.42552447319031, False]"
"[25, 1562.0702683925629, 67.94, 0.5798048973083496, 155.76315093040466, False]"
"[26, 1627.737735748291, 59.43, 0.5846385955810547, 65.08255982398987, False]"
"[27, 1683.7149987220764, 10.0, 0.5712833404541016, 55.405720949172974, False]"
"[28, 1762.1892154216766, 55.63, 0.5833501815795898, 77.89060997962952, False]"
